RENT_STATION_NAME,06~09,09~12,12~15,15~18,18~21,기타
홍은2동_042_1,6,6,12,12,14,12
홍은2동_050_1,18,7,6,6,10,9
홍제1동_033_1,0,0,0,0,2,4
홍제2동_004_1,4,0,2,4,4,4
홍제2동_006_1,6,2,6,10,18,18
홍제3동_011_1,37,13,15,22,31,28
화곡1동_006_1,30,16,22,16,16,26
화곡1동_012_1,15,3,9,14,21,24
화곡1동_012_2,20,14,4,26,24,26
화곡1동_047_1,15,13,12,10,19,25
화곡1동_055_1,8,6,20,13,12,25
화곡1동_072_1,3,21,12,2,12,6
화곡2동_028_1,30,12,9,10,16,13
화곡3동_015_1,14,9,19,37,11,34
화곡3동_021_1,8,6,3,14,35,24
화곡3동_040_1,16,0,10,32,29,31
화곡4동_013_1,48,29,17,38,39,35
화곡6동_014_1,110,51,17,38,79,67
화곡6동_024_1,101,26,29,68,93,67
화곡6동_027_1,95,45,40,43,75,36
화곡6동_033_1,12,8,3,5,4,0
화곡8동_037_1,39,16,13,17,29,26
화곡본동_015_1,13,7,6,17,32,31
화곡본동_015_2,36,2,10,5,7,24
화곡본동_019_1,4,0,6,10,11,13
화곡본동_040_1,30,0,6,9,18,7
화양동_001_1,20,53,35,32,50,38
화양동_002_1,21,13,15,49,40,46
화양동_008_1,4,8,16,35,23,10
화양동_008_2,68,52,64,79,112,79
화양동_008_3,6,34,48,55,43,16
화양동_008_4,19,104,51,42,37,39
화양동_008_5,2,24,18,42,17,21
화양동_008_6,6,42,78,131,92,35
화양동_038_1,14,38,8,7,19,8
화양동_038_2,44,37,14,40,58,33
화양동_040_1,65,21,20,25,32,45
화양동_046_1,73,65,46,60,86,74
황학동_015_1,39,32,52,56,65,92
황학동_017_1,20,17,22,31,61,27
회기동_004_1,2,9,17,54,20,16
회기동_020_1,21,16,15,21,17,38
회현동_001_1,6,0,4,11,3,6
회현동_001_3,12,4,11,10,18,39
회현동_003_3,24,6,3,15,44,8
회현동_003_5,2,1,1,6,2,2
회현동_003_6,28,8,5,12,43,22
회현동_004_1,0,3,5,4,4,0
회현동_004_2,3,3,8,6,12,2
회현동_009_1,0,6,6,6,12,14
효창동_004_1,0,0,0,4,8,6
효창동_011_1,4,8,4,8,1,3
후암동_020_1,10,4,3,2,10,7
후암동_024_1,0,0,0,2,17,9
휘경1동_002_1,15,8,11,22,39,19
휘경1동_002_2,16,12,6,22,16,18
휘경1동_002_3,5,1,1,5,7,9
휘경1동_017_1,12,7,9,30,23,21
휘경2동_001_1,2,6,2,25,5,2
휘경2동_001_2,10,10,11,9,15,11
휘경2동_007_1,26,16,8,17,19,12
휘경2동_022_1,36,28,44,60,59,57
휘경2동_024_1,0,0,2,6,2,2
휘경2동_039_1,7,12,11,19,28,9
휘경2동_044_1,17,17,8,16,38,32
흑석동_009_1,20,10,42,45,77,28
흑석동_009_2,6,2,4,1,1,4
흑석동_014_1,14,6,14,8,16,16
흑석동_021_1,2,0,1,1,4,4
흑석동_021_2,4,0,6,18,14,6
흑석동_024_1,18,10,3,3,7,9
흑석동_033_1,0,1,1,0,2,2
흑석동_038_1,7,7,4,2,0,2
흑석동_038_2,2,0,2,0,0,4
흑석동_058_1,10,6,8,6,4,2
